/sentence/@id;/sentence/#id;/sentence/aspectTerms/aspectTerm/@from;polarity;aspect_term;/sentence/aspectTerms/aspectTerm/@to;sentence
1956;1813;68;negative;sound;73;Actually, I had noticed the one on the sales floor also didn't have sound!
1918;1814;;;;;I started hainv problems with it within the first month.
1469;1815;23;neutral;fans;27;Next, most Acer laptop fans are on the bottom which is right on your laptop.
2833;1816;11;positive;preformed;20;the laptop preformed pretty well.
118;1817;;;;;I'm honestly afraid that it will burn me, it's that hot!
2325;1818;;;;;But I don't see it as a problem.
754;1819;;;;;Numerous problems over the next 3 weeks until I got the blue screen of death and had to send the PC back to HP.
3050;1820;;;;;I think this will happen to any new version of computer/phone released and I need to wait for the next set of updates to have all of this fixed.
3015;1821;;;;;This one has had the same effect.
2829;1822;;;;;And if you are a game player it works with World Of Warcraft wonderfully.
674;1823;;;;;This computer is absolutely AMAZING!!!
1217;1824;;;;;So buyer beware when buying Toshiba
933;1825;;;;;  I found this laptop on sale for under 6000 at Best Buy which was a great deal!
298;1826;98;neutral;system;104;I got my MacBook Pro because I wanted to do all the stuff I need to do without worrying about the system quitting on me or freezing for a few minutes.
442;1827;;;;;I love the Apple products.
1447;1828;48;negative;windows OS;58;I loved the netbook (minus the fact that it was windows OS) until this started happening.
1810;1829;51;positive;user interface;65;The minute you fire it up it's all good, very easy user interface.
2191;1830;;;;;I have had two Toshiba satellite computers and while they are okay, they are in no way comparable to the Mac.
1419;1831;168;negative;warrenty;176;  I actually contact Toshiba before I started having problem and was given run around after I supplied serial number in order to delay me sending in laptop until after warrenty expired.
1250;1832;;;;;They're absolutely useless, unless you count the joy of releasing anger while smashing into little peices against the wall.
2832;1833;;;;;was a great deal i will give that.
1660;1834;12;positive;iDVD;16;Theres also iDVD, a program dedicated to putting all your favorite media together- photos, recordings, video projects into one program so that you can create the perfect memoir for your parents, family, siblings, and any other person important in your life that there may be.
1660;1834;20;positive;program;27;Theres also iDVD, a program dedicated to putting all your favorite media together- photos, recordings, video projects into one program so that you can create the perfect memoir for your parents, family, siblings, and any other person important in your life that there may be.
1660;1834;127;positive;program;134;Theres also iDVD, a program dedicated to putting all your favorite media together- photos, recordings, video projects into one program so that you can create the perfect memoir for your parents, family, siblings, and any other person important in your life that there may be.
1848;1835;;;;;  His language was so bad I swore I was taking the turing test, and it was failing.
459;1836;20;neutral;hard drive;30;After replacing the hard drive the battery stopped working  (3 months of use) which was frustrating.
459;1836;35;negative;battery;42;After replacing the hard drive the battery stopped working  (3 months of use) which was frustrating.
1144;1837;;;;;  Was this product worth my time and money to ever want to purchase another products that is toshiba or relating to toshiba?  Probably not ever again.
2513;1838;;;;;I have used PC's and converting to this MacBook Pro was easy.
2884;1839;23;positive;screen;29;I love the easy to see screen, and It works well for work, persoal or just play.
2884;1839;38;positive;works;43;I love the easy to see screen, and It works well for work, persoal or just play.
2082;1840;66;neutral;word processing;81;If what you need is a machine to do some surfing, email checking, word processing, and watching a movie or two, this is the machine you want.
2082;1840;41;neutral;surfing;48;If what you need is a machine to do some surfing, email checking, word processing, and watching a movie or two, this is the machine you want.
629;1841;;;;;-Apparently, contactus@euro.apple.com is not a good address to send complaints.
2847;1842;;;;;It doesn't have a lot of frills, but I didn't need any, and being able to buy what I needed, and not more than I needed was very important.
1391;1843;4;negative;mouse pad;13;the mouse pad and buttons are the worst i've ever seen.
1391;1843;18;negative;buttons;25;the mouse pad and buttons are the worst i've ever seen.
56;1844;;;;;I am sorry that I purchased this laptop.
2257;1845;8;positive;graphics;16;Awesome graphics!
2617;1846;34;positive;play;38;It really is perfect for work and play.
2617;1846;25;positive;work;29;It really is perfect for work and play.
2653;1847;73;negative;Intel i processors;91;The pro is a great product, I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge (the edges hurt my wrists).
2653;1847;119;negative;edge;123;The pro is a great product, I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge (the edges hurt my wrists).
2653;1847;129;negative;edges;134;The pro is a great product, I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge (the edges hurt my wrists).
1763;1848;;;;;I am a college student and it has been very useful.
1760;1849;;;;;The apple MacBook is the best investment that I have ever made.
1275;1850;;;;;My sister is the electronics manager at Wal Mart and she says that HP is the best.
2674;1851;27;negative;sound quality via USB;48;One drawback I noticed was sound quality via USB.
519;1852;4;negative;battery life;16;The battery life sucked the juice from my laptop and when the extended life battery went out we were SOL there to, so much for that warranty covering all the products we purchased.
519;1852;132;negative;warranty;140;The battery life sucked the juice from my laptop and when the extended life battery went out we were SOL there to, so much for that warranty covering all the products we purchased.
519;1852;62;conflict;extended life battery;83;The battery life sucked the juice from my laptop and when the extended life battery went out we were SOL there to, so much for that warranty covering all the products we purchased.
57;1853;;;;;I needed a new computer for graduate school (had never owned a laptop before), and the only reason I didn't purchase a Mac was because my school's website strongly recommended students purchase PCs.
1534;1854;56;negative;operating system;72;I have had another Mac, but it got slow due to an older operating system.
2514;1855;;;;;If you have the money I suggest going for the i7.
105;1856;48;negative;Windows XP drivers;66;That's very possible, but since they don't make Windows XP drivers for the sound card in this machine, I was stuck until Windows 7 came out.
105;1856;75;negative;sound card;85;That's very possible, but since they don't make Windows XP drivers for the sound card in this machine, I was stuck until Windows 7 came out.
105;1856;121;positive;Windows 7;130;That's very possible, but since they don't make Windows XP drivers for the sound card in this machine, I was stuck until Windows 7 came out.
3065;1857;74;positive;features;82;I'ts nice to have the higher-end laptops, but this fits my budget and the features I need.
3065;1857;59;positive;budget;65;I'ts nice to have the higher-end laptops, but this fits my budget and the features I need.
2520;1858;;;;;It is, however, very heavy.
2057;1859;95;negative;motherboard;106;Was disappointed to find out that the model had been discontinued, apparently because of known motherboard problems.
251;1860;22;conflict;Google Chrome;35;Well, I started using Google Chrome, which is a little better, but it freezes too sometimes.
2073;1861;9;negative;speakers;17;Also the speakers are not very loud, But it is a netbook.
2890;1862;27;positive;PRICE;32;LOVE THIS LAPTOP WONDERFUL PRICE FOR WHAT YOU GET!
180;1863;;;;;But, at the same time they (the company) would not and could not do anything about my problem.
508;1864;13;negative;screen;19;Just a black screen!
320;1865;;;;;All you have to do is turn it on and it works.
2352;1866;44;positive;art aspect;54;A key contributor that led me to Mac is the art aspect.
1923;1867;14;negative;battery;21;Eventually my battery wouldn't charge, so unless I had it plugged in it wouldn't even power on.
1279;1868;;;;;Recently there are a few incidents that annoy the hell out of me.
2921;1869;;;;;Save your money and go for a better device.
1705;1870;;;;;I have been a PC user since middle school, but in my mid twenties I decided to convert to the dark side, or should I say the brighter side of life.
2631;1871;90;positive;surfing;97;Purchased for development purposes, but it has turned into my everyday laptop as well for surfing, e-mail, etc.
2903;1872;;;;;without having to have extra equipment and/or complicated routes to take to be able to do so.
2851;1873;30;negative;pre-loaded Norton Firewall/Security program;73;My first problem was with the pre-loaded Norton Firewall/Security program.
2741;1874;8;negative;USB connect;19;I had a USB connect but, i can't use it because it is not compatible.
398;1875;117;negative;hard drive;127;Accordingly, I have decided to NEVER purchase another HP product (my five year old Compaq) lasted 5-years before the hard drive crashed.
1750;1876;;;;;I ordered four D620 laptops.
329;1877;97;negative;expense;104;I know that everyone thinks Macs are overpriced and overrated, but once you get past the initial expense you'll find that they're worth every penny (besides, there's always the financing plan that Best Buy offers).
587;1878;;;;;I saw this one, and I have the most difficult time trying to use them, they've made great dust collectors, I hate putting this computer down
2069;1879;62;conflict;cd drive;70;I am not going to sit here and complain about it not having a cd drive and what not because it is a netbook, it is made to be compact and if you want all the other stuff get a laptop.
2081;1880;11;positive;multi-touch trackpad;31;I love the multi-touch trackpad.
2040;1881;;;;;I was psyched.
553;1882;;;;;I absolutely love my mac!
2546;1883;;;;;From the second you open the box you will fall in love with this computer!
406;1884;33;negative;extended warranties;52;HP is more interested in selling extended warranties (which cost more than the netbook new) then they are in helping or fixing.
406;1884;60;negative;cost;64;HP is more interested in selling extended warranties (which cost more than the netbook new) then they are in helping or fixing.
2852;1885;;;;;It would not let me connect to my Wifi system where I lived.
14;1886;20;positive;software;28;"Not too much ""junk"" software to remove."
1076;1887;31;negative;performance;42;System is loosing about 20% of performance because of that.
1076;1887;0;negative;System;6;System is loosing about 20% of performance because of that.
2395;1888;24;positive;quality;31;It is easy to use, good quality and good price.
2395;1888;41;positive;price;46;It is easy to use, good quality and good price.
2395;1888;14;positive;use;17;It is easy to use, good quality and good price.
1562;1889;22;neutral;Apple keyboard;36;The difference in the Apple keyboard from a PC's keyboard took a bit of tim to get used to, but overall it's worth it!
1562;1889;44;neutral;PC's keyboard;57;The difference in the Apple keyboard from a PC's keyboard took a bit of tim to get used to, but overall it's worth it!
2425;1890;;;;;It is also extremely pleasing to the eyes without looking too much like an Alienware gaming machine.
2786;1891;4;neutral;extended warranty;21;The extended warranty for the $4000 and up computers was the only one available for purchase on the drop drown menu.
2724;1892;75;neutral;RAM;78;Only issue is that it is a little slow, and I'm fixing that by adding more RAM.
385;1893;;;;;It is easily portable and I take it everywhere I go and might require internet access.
2079;1894;;;;;If I have a few hundred dollars to spare, I'd buy the Pro line though, the 2.53 and 2.66 GHz model.
854;1895;6;negative;hard drive;16;  The hard drive crashed as well, and I had to buy a new  power cord.
854;1895;58;negative;power cord;68;  The hard drive crashed as well, and I had to buy a new  power cord.
2116;1896;;;;;But enough about that, I am an Apple convert for life.
390;1897;;;;;I love it and will probably get another one when this goes to the Laptop in the sky!!
2405;1898;;;;;But, Mac makes the switch from PC to Mac easy.
253;1899;36;negative;battery;43;Another issue I have with it is the battery.
1700;1900;;;;;HELP, HELP, OTHER THAN THAT GETS A GREAT LITTLE WONDER.
1278;1901;;;;;Now I know!
881;1902;58;neutral;power supply;70;After 2 months of complaints, Asus finally sent the right power supply to my techies.
881;1902;77;neutral;techies;84;After 2 months of complaints, Asus finally sent the right power supply to my techies.
1188;1903;;;;;Even set at the highest level, the computer sacrifices its  queen every time.
486;1904;24;neutral;Sony Sonic Stage software;49;That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.
486;1904;55;positive;speakers;63;That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.
486;1904;72;positive;subwoofer;81;That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.
486;1904;186;neutral;extended life battery;207;That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.
486;1904;216;neutral;Docking port;228;That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.
486;1904;120;neutral;bluetooth mouse;135;That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.
486;1904;154;negative;bluetooth enabled;171;That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.
1487;1905;15;positive;works;20;My MacBook Pro works like a dream, it has never overheated, or even been slightly warm for that matter.
2508;1906;86;neutral;Keynote;93;PC users use the Powerpoint program for slide-show presentation and Mac users utilize Keynote.
2508;1906;17;neutral;Powerpoint program;35;PC users use the Powerpoint program for slide-show presentation and Mac users utilize Keynote.
864;1907;;;;;I can't begin to say how disappointed I am.
2571;1908;34;positive;size;38;I get a ton of compliments on its size, and speaking as someone who regularly commutes on a bus, I can attest to the fact that this is the perfect size computer if you're restricted to the width of your body for computing room.
2571;1908;147;positive;size;151;I get a ton of compliments on its size, and speaking as someone who regularly commutes on a bus, I can attest to the fact that this is the perfect size computer if you're restricted to the width of your body for computing room.
1435;1909;78;neutral;browser;85;It takes me approximately 3 tries to get to each site, then after closing the browser and reopening it it actually works.
2748;1910;8;positive;carry;13;Easy to carry, can be taken anywhere, can be hooked up to printers,headsets.
350;1911;9;negative;keyboard;17;also the keyboard does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard.
350;1911;229;negative;keyboard;237;also the keyboard does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard.
303;1912;;;;;Take the simple, easy solution to your computer problems and stop waiting and smacking your old computer around.
1306;1913;;;;;It is as good as new.
489;1914;;;;;And it didn't show up on the reciept, I don't know how we ordered it online!
2162;1915;;;;;I went from BestBuy to Dell, Windows to Apple.
481;1916;;;;;Back then my entire family was Devoted to the Sony name.
1925;1917;142;negative;programs;150;When I got my laptop back after this first instance it worked okay for a little bit then I started expeirencing issues again, everything from programs and drivers failing again, to it powering off for no reason, to locking up and freezing and just all sorts of issues.
1925;1917;155;negative;drivers;162;When I got my laptop back after this first instance it worked okay for a little bit then I started expeirencing issues again, everything from programs and drivers failing again, to it powering off for no reason, to locking up and freezing and just all sorts of issues.
2749;1918;29;positive;space;34;Love that it doesn't take up space like a regular computer.
623;1919;;;;;*3 weeks after giving the computer for repair*-Visited MacHouse Amsterdam.
1167;1920;;;;;They don't seem to be susceptible to viruses, which is one less big thing to worry about when it comes to computers.
1897;1921;;;;;  I was very excited because this was my first personal computer and I was purchasing it with my OWN money I had recieved from graduation presents.
769;1922;10;neutral;customer service rep;30;Asked the customer service rep.
3046;1923;58;negative;genius bar staff);75;So, I took it back to the apple store and they narcissist genius bar staff) fixed it by resetting the fan at boot up.
3046;1923;102;neutral;fan;105;So, I took it back to the apple store and they narcissist genius bar staff) fixed it by resetting the fan at boot up.
3046;1923;109;neutral;boot up;116;So, I took it back to the apple store and they narcissist genius bar staff) fixed it by resetting the fan at boot up.
2190;1924;;;;;I cannot even imaging going back to a PC after using this wonderful computer.
2685;1925;;;;;Basic computer.
1971;1926;;;;;I fell in love with the hp pavillion and that was my replacement and now I could not imagine going back to an acer at all.
726;1927;;;;;It turns out that this hp pc had been preciously sold by Wal Mart.
289;1928;;;;;I would totally recommend any other laptop over this pile of grabage.
1855;1929;;;;;  I managed to comply with these too and now have to wait and see if they can find another way to screw me.
2803;1930;;;;;I should have bought one a long time ago.
2017;1931;;;;;I looked at the computer and it said updating but the asked for a product key.
1133;1932;;;;;I got what I paid for.
1596;1933;22;conflict;graphics;30;Just keep in mind the graphics is not dedicated so loading the movie almost took a minute, but it ran fairly smooth for a non-dedicated graphics card.
1596;1933;122;conflict;non-dedicated graphics card;149;Just keep in mind the graphics is not dedicated so loading the movie almost took a minute, but it ran fairly smooth for a non-dedicated graphics card.
2736;1934;16;negative;Mouse Cable;27;Needs Power and Mouse Cable to Plug in back instead of side, In the way of operating a mouse in small area.
2736;1934;87;negative;mouse;92;Needs Power and Mouse Cable to Plug in back instead of side, In the way of operating a mouse in small area.
1916;1935;;;;;  However I dealt with this problem for over a year and it was more of a hastle then I have EVER had with anything.
1919;1936;;;;;"I got the first ""Blue screen of death"" in the early part of July."
1047;1937;3;neutral;RAM slots;12;-4 RAM slots, 2 HDD Bays*, 16GB RAM support -No Wireless Issues, at least for me.
1047;1937;16;neutral;HDD Bays;24;-4 RAM slots, 2 HDD Bays*, 16GB RAM support -No Wireless Issues, at least for me.
1047;1937;27;neutral;16GB RAM support;43;-4 RAM slots, 2 HDD Bays*, 16GB RAM support -No Wireless Issues, at least for me.
1047;1937;48;positive;Wireless;56;-4 RAM slots, 2 HDD Bays*, 16GB RAM support -No Wireless Issues, at least for me.
762;1938;39;negative;ASUS TECH SUPPORT;56;I agree with the previous comment that ASUS TECH SUPPORT IS HORRIBLE WHICH IS A CON IN MY OPINION.
113;1939;92;negative;screen;98;In fact, somehow (and I never opened it up) some specks of dust or something got inside the screen and are now there permanently, behind the front of the screen, in the way of the display.
113;1939;154;negative;screen;160;In fact, somehow (and I never opened it up) some specks of dust or something got inside the screen and are now there permanently, behind the front of the screen, in the way of the display.
113;1939;180;negative;display;187;In fact, somehow (and I never opened it up) some specks of dust or something got inside the screen and are now there permanently, behind the front of the screen, in the way of the display.
2533;1940;;;;;It seems to be incompatible with everything else.
2836;1941;4;neutral;mouse on the pad;20;the mouse on the pad, the left button always sticks.
2836;1941;26;negative;left button;37;the mouse on the pad, the left button always sticks.
962;1942;;;;;  When I took it back to Best Buy I asked them if they were seriously trying to drive me insane!
1459;1943;38;negative;batteries;47;  i have tried to charge on different batteries with no luck.
2188;1944;84;positive;battery life;96;I would recommend this computer to anyone searching for the perfect laptop, and the battery life is amazing.
2274;1945;11;neutral;built in tools;25;We use the built in tools often, iTunes is open nearly every day and works great with my iPhone.
2274;1945;33;positive;iTunes;39;We use the built in tools often, iTunes is open nearly every day and works great with my iPhone.
1343;1946;;;;;But my blog is read by my friends and search engine visitors.
1002;1947;;;;;It was returned on the third day I owned it.
1699;1948;;;;;IT WANT TAKE IT, IT KEEP SAYING ERROR.
1941;1949;;;;;Anyone who is considering buying an Acer computer of any sort, I seriously suggest you look into buying a different brand.
2303;1950;4;positive;size;8;the size of has actually help me out quite a bit by me being able to fit it in an already full backpack and to use it at a resturant where the food on the table is always so space consuming.
2910;1951;;;;;Highly recommend for daily use.
77;1952;;;;;We are addicted to the Mac.
1314;1953;;;;;Because it IS a defective product.
2499;1954;;;;;Second, it gets scratches easily and when it gets old some thing may operated
2868;1955;5;positive;quality;12;True quality at a great price!
2868;1955;24;positive;price;29;True quality at a great price!
169;1956;12;negative;carry;17;Not easy to carry.
2409;1957;4;positive;programs;12;The programs that come standard with the Leopard running system are enough for the average person to run all the basics.
2409;1957;41;neutral;Leopard running system;63;The programs that come standard with the Leopard running system are enough for the average person to run all the basics.
1119;1958;;;;;I am really heartbroken to have to post a terrible review.
1322;1959;34;negative;LG service center;51;"So what am I supposed to do?  The LG service center cannot provide me the ""service"" when it is called the ""service center""."
1322;1959;107;negative;service center;121;"So what am I supposed to do?  The LG service center cannot provide me the ""service"" when it is called the ""service center""."
1322;1959;75;negative;service;82;"So what am I supposed to do?  The LG service center cannot provide me the ""service"" when it is called the ""service center""."
1740;1960;4;positive;Material;12;The Material this Pro is made out of seems a lot nicer than any PC  Specs: Like I said this performs a lot better than any computer I've had in the past.
1740;1960;68;negative;Specs;73;The Material this Pro is made out of seems a lot nicer than any PC  Specs: Like I said this performs a lot better than any computer I've had in the past.
1740;1960;92;positive;performs;100;The Material this Pro is made out of seems a lot nicer than any PC  Specs: Like I said this performs a lot better than any computer I've had in the past.
2014;1961;;;;;It has been nothing but trouble from the time we bought it.
2239;1962;61;positive;price;66;"After doing extensive research, macconnection had the lowest price on the 15"" MBP i5."
367;1963;17;positive;photo booth;28;I am ADDICTED to photo booth!
335;1964;4;positive;operating system;20;The operating system and user interface is very intuitive, and the large multi-touch track pad is amazing.
335;1964;25;positive;user interface;39;The operating system and user interface is very intuitive, and the large multi-touch track pad is amazing.
335;1964;73;positive;multi-touch track pad;94;The operating system and user interface is very intuitive, and the large multi-touch track pad is amazing.
1328;1965;;;;;So, I went back.
2652;1966;;;;;I like it so much, I bought another just for my wife.
1384;1967;;;;;I took it back to the store and exchanged it for another one.
2831;1968;;;;;All in all great item highly recommend it.
3042;1969;0;neutral;Hard disk;9;Hard disk - The new editions gives you more hard disk space (500GB instead of 320GB) but time has taught me never to trust an internal hard disk.
3042;1969;44;positive;hard disk space;59;Hard disk - The new editions gives you more hard disk space (500GB instead of 320GB) but time has taught me never to trust an internal hard disk.
3042;1969;126;neutral;internal hard disk;144;Hard disk - The new editions gives you more hard disk space (500GB instead of 320GB) but time has taught me never to trust an internal hard disk.
2263;1970;;;;;This laptop rocks (only wish it could run SolidWorks CAD - which Apple doesn't support)!
1481;1971;36;positive;connects to WIFI;52;It is extremely portable and easily connects to WIFI at the library and elsewhere.
2769;1972;;;;;I don't have that additional money right now, and therefore wouldn't have purchased it at this time.
2491;1973;41;positive;applications;53;First things first, Macbook pro has many applications to make life easier, unlike the windows computers.
2491;1973;86;negative;windows;93;First things first, Macbook pro has many applications to make life easier, unlike the windows computers.
1648;1974;8;positive;screen;14;And the screen on this thing is absolutely amazing for high quality videos and movies and gaming.
1648;1974;90;positive;gaming;96;And the screen on this thing is absolutely amazing for high quality videos and movies and gaming.
236;1975;;;;;Fast, fast and fast, the web pages just fly by.
1869;1976;91;positive;space;96;  I considered I may have too much on the computer, but after looking, there was plenty of space and that is not the issue.
2763;1977;56;conflict;battery life;68;I don't use my laptop in a way though that needs a long battery life so it's perfect for me.
1264;1978;;;;;Guess I'll stay away from HP.
2882;1979;;;;;It is made better, thicker, and all out tough!
955;1980;;;;;It was about six months later when the overheating problem started again, to the point it felt like fire on the bottom of the machine!
750;1981;;;;;There is a blank lighted screen when I start and that is all.
1653;1982;;;;;And i would recommend this to anypne looking for a new laptop.
1466;1983;;;;;But then, something goes wrong.
2810;1984;;;;;So far so good with this laptop.
1457;1985;68;negative;charge;74;  i must keep it plugged in at all times because it will not keep a charge for longer than four minutes.
1165;1986;;;;;Avoid this model.
763;1987;64;negative;power adapter;77;Summary: I've had this laptop for 2 months, out of the blue the power adapter stops working.
1977;1988;112;negative;price;117;I saw walmart had the same computer for about $650 but still knowing what I know now,I would not buy it at that price.
1945;1989;;;;;The local computer repair shops send out ads that say along the lines of we can fix almost any problem or computer  usually even the trouble some Toshiba satellite.
939;1990;;;;;it has had some problems.
1243;1991;;;;;Theres always something wrong with it, wether it be some virus you can't track down, or it overheats, sometimes even catches on fire, you just can't use it.
1387;1992;;;;;This computer is good for 10 days then it sucks for the rest of your life.
2156;1993;26;neutral;weight;32;Of course, for a student, weight is always an issue.
626;1994;4;negative;mainboard;13;Now mainboard is broken, have to wait for a new one.
3056;1995;4;negative;speed;9;The speed difference is next to NOTHING for a mac, and the hard drive can be manually upgraded or you could just buy a $60 500gb external hard drive.
3056;1995;59;neutral;hard drive;69;The speed difference is next to NOTHING for a mac, and the hard drive can be manually upgraded or you could just buy a $60 500gb external hard drive.
3056;1995;123;neutral;500gb external hard drive;148;The speed difference is next to NOTHING for a mac, and the hard drive can be manually upgraded or you could just buy a $60 500gb external hard drive.
1879;1996;6;negative;wireless card;19;2.The wireless card is low quality.
1806;1997;;;;;This little netboook is helping me get work done!
2121;1998;36;neutral;operating systems;53;They also use two totally different operating systems.
2420;1999;29;neutral;keys;33;They are about the same size keys.
887;2000;;;;;I'm definitely not hard on laptops and guarantee 100% that no liquid has touched this machine in my presence.
2039;2001;;;;;"I waited another month for approval and for them to ""BUILD"" me a new laptop."
3032;2002;;;;;This ain't it.
2107;2003;35;conflict;portability;46;I wasn't really as concerned about portability (it's a very large laptop) but it's not hard to move around or take on a trip which was a pleasant surprise.
907;2004;90;negative;accessories;101;The people are frustrating to work with, the product itself is very cheaply made, and the accessories are less than satisfactory.
160;2005;20;positive;warranty;28;They offer the best warranty in the business, and don't 3rd party it out like Toshiba.
254;2006;;;;;Maybe three or four months ago it started blinking all of the sudden.
2926;2007;26;negative;sound;31;The only problems are the sound isnt very loud I have to wear headphones.
1632;2008;7;negative;windows;14;Again- windows based machines were not giving me anything to work with!
710;2009;;;;;Finally, I couldn't take it anymore and ordered my Apple.
1271;2010;;;;;I should have kept my big, old HP.
2142;2011;100;neutral;system;106;everything about a mac is wonderful, it takes a little used to learning and getting used to the new system, but you will learn fast and its all worth it.
348;2012;11;positive;size;15;i love the size of the computer since i play games on it.
348;2012;45;neutral;games;50;i love the size of the computer since i play games on it.
703;2013;;;;;I am a wife, mom and a school teacher and a college student.
1377;2014;85;neutral;playing games;98;You know, using the computer should be fun, not aggrevation, especially when you are playing games or working with photos.
2562;2015;;;;;You just get a trial version either way.
992;2016;;;;;I'm all for saving money but Dell needs to step it up.
2167;2017;57;negative;Windows;64;There are no viruses or spyware to worry about like on a Windows computer.
2635;2018;;;;;great machine if you want to drop the cash for one.
2932;2019;35;negative;equipment;44;To be honest i think it was faulty equipment or something but idk.
2904;2020;34;positive;size;38;I also love the small, convenient size of my laptop, making it a perfect tool for my academic studies.
850;2021;;;;;I never have had a good result with this computer.
440;2022;17;positive;build;22;I love its solid build, light wt and excellent battery life (for now).
440;2022;30;positive;wt;32;I love its solid build, light wt and excellent battery life (for now).
440;2022;47;positive;battery life;59;I love its solid build, light wt and excellent battery life (for now).
1882;2023;;;;;YOU PAY FOR WHAT YOU GET FOR.
2671;2024;41;negative;quality;48;while about 8 years ago, I hope that the quality has changed.
1031;2025;;;;;NO more Lenovo for me.
414;2026;;;;;I also bought one for my wife, and 3 for my office.
1286;2027;;;;;However, a NETBOOK will be a different story.
2092;2028;;;;;I'm glad I bought this laptop, it was worth the few ($100) extra dollars.
1812;2029;83;neutral;Apple navigation;99;The difference is it's a whole lot of fun using the laptop now, still learning the Apple navigation, but is fun and comes with a lot of cool apps.
1812;2029;141;positive;apps;145;The difference is it's a whole lot of fun using the laptop now, still learning the Apple navigation, but is fun and comes with a lot of cool apps.
2599;2030;;;;;I am a full Mac convert now.
573;2031;;;;;I highly recommend that you buy this product.
1198;2032;;;;;Though you get a polite person, you often don t get a solution.
639;2033;36;neutral;hard drives;47;#NAME?
1272;2034;;;;;It was old but it was not till we bought the Dell did we realize how great it was.
2311;2035;4;positive;battery;11;The battery holds up well, it's built very solidly, and runs fast.
2311;2035;32;positive;built;37;The battery holds up well, it's built very solidly, and runs fast.
2311;2035;56;positive;runs;60;The battery holds up well, it's built very solidly, and runs fast.
2725;2036;0;negative;Sound card;10;Sound card is limited though.
1147;2037;;;;;"I initially purchased my Macbook Pro 13"" in April, and I loved it."
671;2038;43;positive;processing power;59;This is a nicely sized laptop with lots of processing power and long battery life.
671;2038;69;positive;battery life;81;This is a nicely sized laptop with lots of processing power and long battery life.
671;2038;17;positive;sized;22;This is a nicely sized laptop with lots of processing power and long battery life.
725;2039;;;;;After much battling with HP i was able to return it 4 times for repairs.
175;2040;;;;;So, you can imagine how unhappy I am with this item.
2580;2041;;;;;But let me tell you, the mac book pro is so professional.
831;2042;79;negative;Vista;84;  The only thing I can imagine is that Sony jumped on early specifications for Vista requirements from Microsoft and designed it to those inadequate requirements.
1816;2043;;;;;go for it!
2269;2044;;;;;I highly recommend this computer for students looking for a solid machine to get them through college.
111;2045;4;conflict;keyboard;12;The keyboard, which generally felt okay even for someone used to a desktop keyboard, now looks terrible.
111;2045;67;neutral;desktop keyboard;83;The keyboard, which generally felt okay even for someone used to a desktop keyboard, now looks terrible.
1564;2046;4;positive;display;11;The display is awesome.
1166;2047;;;;;After years of occasionally pulling my hair out fighting computer viruses, a good friend convinced me it was time to go the Apple route.
6;2048;4;conflict;mouse;9;The mouse is a little bit different than what you're used to though- it has one big flat panel and one full bar (instead of two separate ones) to click with- but you get used to it quite quickly.
98;2049;71;negative;warranty;79;It took several weeks just to get them to acknowledge that I owned the warranty.
656;2050;;;;;However, this laptop has a fatal flaw that i discovered merely a week after buying it.
2396;2051;;;;;Perfect trifecta!
2584;2052;4;neutral;keyboard;12;The keyboard is like no other laptop keyboard.
2584;2052;37;neutral;keyboard;45;The keyboard is like no other laptop keyboard.
492;2053;;;;;It was a huge monstrosity of a Laptop!
613;2054;33;negative;battery life;45;#NAME?
637;2055;39;neutral;hard drives;50;#NAME?
663;2056;;;;;So don't get it.
2163;2057;;;;;it was a tough choice.
1061;2058;6;positive;driver;12;Every driver on the drivers/applications DVD is everything you will need for a reload.
1061;2058;20;positive;drivers/applications DVD;44;Every driver on the drivers/applications DVD is everything you will need for a reload.
943;2059;;;;;  They sent it off and within 2 weeks I had it back good as new.
1662;2060;;;;;The Awesomest of the awesomest.
